province,points,percentage
Canelones,86.65116279069767,39.44954128440367
Uruguay,86.83333333333333,22.01834862385321
Atlantida,86.4,4.587155963302752
Juanico,86.33333333333333,11.009174311926605
Montevideo,88.27272727272727,10.091743119266056
San Jose,84.0,2.7522935779816513
Progreso,86.81818181818181,10.091743119266056
