province,points,percentage
Slovenia,86.5,7.5
Primorska,87.88888888888889,11.25
Vipavska Dolina,88.8,6.25
Kras,89.33333333333333,3.75
Goriska Brda,88.84615384615384,32.5
Štajerska,87.13636363636364,27.5
Brda,88.42857142857143,8.75
Dolenjska,87.0,1.25
Slovenska Istra,86.0,1.25
