province,points,percentage
Tokaj,89.47826086956522,31.724137931034484
Tokaji,90.84782608695652,31.724137931034484
Villány,87.45833333333333,16.551724137931036
Hungary,87.14285714285714,4.827586206896552
Eger,87.61538461538461,8.96551724137931
Mátra,86.33333333333333,2.0689655172413794
Szekszárd,87.5,1.3793103448275863
Sopron,88.0,2.7586206896551726
