province,points,percentage
Pinto Bandeira,87.16666666666667,12.76595744680851
Santa Catarina,84.5,4.25531914893617
Serra Gaúcha,84.41176470588235,36.170212765957444
Vale dos Vinhedos,83.55555555555556,19.148936170212767
Brazil,85.0,12.76595744680851
Vale Trentino,85.0,10.638297872340425
Serra do Sudeste,82.0,2.127659574468085
Campanha,83.0,2.127659574468085
