province,points,percentage
South Australia,89.05634861006762,58.02092414995641
Victoria,88.86984126984127,13.731473408892764
Western Australia,88.91578947368421,12.423714036617262
Australia Other,85.48305084745763,10.28770706190061
Tasmania,89.07142857142857,1.8308631211857018
New South Wales,87.69411764705882,3.7053182214472535
