province,points,percentage
Cyprus,86.33333333333333,27.272727272727273
Pitsilia Mountains,85.0,9.090909090909092
Pafos,87.0,27.272727272727273
Lemesos,89.0,9.090909090909092
Commandaria,89.0,18.181818181818183
Kathikas,87.0,9.090909090909092
