province,points,percentage
Thrace,87.375,17.77777777777778
Aegean,88.95454545454545,24.444444444444443
Ankara,88.94444444444444,20.0
Elazığ-Diyarbakir,86.0,1.1111111111111112
Turkey,87.58823529411765,18.88888888888889
Elazığ,88.8,5.555555555555555
Cappadocia,86.5,11.11111111111111
Urla-Thrace,88.0,1.1111111111111112
